domainIncludes	has_label_snail	rangeIncludes	label_snail	label-dash	label	isPartOf	subPropertyOf	equivalentProperty	subproperties	inverseOf	supersedes	supersededBy	comment
CreativeWork	has_acquire_license_page	"CreativeWork, URL"	acquire_license_page	acquire-license-page	acquireLicensePage	pending:	usageInfo						"Indicates a page documenting how licenses can be purchased or otherwise acquired, for the current item."
"NewsMediaOrganization, Organization"	has_actionable_feedback_policy	"CreativeWork, URL"	actionable_feedback_policy	actionable-feedback-policy	actionableFeedbackPolicy	pending:	publishingPrinciples						"For a <a class=""localLink"" href=""/NewsMediaOrganization"">NewsMediaOrganization</a> or other news-related <a class=""localLink"" href=""/Organization"">Organization</a>, a statement about public engagement activities (for news media, the newsroom�s), including involving the public - digitally or otherwise -- in coverage decisions, reporting and activities after publication."
"NewsMediaOrganization, Organization"	has_corrections_policy	"CreativeWork, URL"	corrections_policy	corrections-policy	correctionsPolicy	pending:	publishingPrinciples						"For an <a class=""localLink"" href=""/Organization"">Organization</a> (e.g. <a class=""localLink"" href=""/NewsMediaOrganization"">NewsMediaOrganization</a>), a statement describing (in news media, the newsroom�s) disclosure and correction policy for errors."
"NewsMediaOrganization, Organization"	has_diversity_policy	"CreativeWork, URL"	diversity_policy	diversity-policy	diversityPolicy	pending:							"Statement on diversity policy by an <a class=""localLink"" href=""/Organization"">Organization</a> e.g. a <a class=""localLink"" href=""/NewsMediaOrganization"">NewsMediaOrganization</a>. For a <a class=""localLink"" href=""/NewsMediaOrganization"">NewsMediaOrganization</a>, a statement describing the newsroom�s diversity policy on both staffing and sources, typically providing staffing data."
WebAPI	has_documentation	"CreativeWork, URL"	documentation	documentation	documentation	pending:							Further documentation describing the Web API in more detail.
"NewsMediaOrganization, Organization"	has_ethics_policy	"CreativeWork, URL"	ethics_policy	ethics-policy	ethicsPolicy	pending:							"Statement about ethics policy, e.g. of a <a class=""localLink"" href=""/NewsMediaOrganization"">NewsMediaOrganization</a> regarding journalistic and publishing practices, or of a <a class=""localLink"" href=""/Restaurant"">Restaurant</a>, a page describing food source policies. In the case of a <a class=""localLink"" href=""/NewsMediaOrganization"">NewsMediaOrganization</a>, an ethicsPolicy is typically a statement describing the personal, organizational, and corporate standards of behavior expected by the organization."
CreativeWork	is_part_of	"CreativeWork, URL"	is_part_of	is-part-of	isPartOf				"inDefinedTermSet, partOfEpisode, partOfSeason, partOfSeries, partOfTVSeries"	hasPart			"Indicates an item or CreativeWork that this item, or CreativeWork (in some sense), is part of."
CreativeWork	has_license	"CreativeWork, URL"	license	license	license								"A license document that applies to this content, typically indicated by URL."
Thing	has_main_entity_of_page	"CreativeWork, URL"	main_entity_of_page	main-entity-of-page	mainEntityOfPage					mainEntity			"Indicates a page (or other CreativeWork) for which this thing is the main entity being described. See <a href=""/docs/datamodel.html#mainEntityBackground"">background notes</a> for details."
NewsMediaOrganization	has_masthead	"CreativeWork, URL"	masthead	masthead	masthead	pending:	publishingPrinciples						"For a <a class=""localLink"" href=""/NewsMediaOrganization"">NewsMediaOrganization</a>, a link to the masthead page or a page listing top editorial management."
NewsMediaOrganization	has_mission_coverage_priorities_policy	"CreativeWork, URL"	mission_coverage_priorities_policy	mission-coverage-priorities-policy	missionCoveragePrioritiesPolicy	pending:	publishingPrinciples						"For a <a class=""localLink"" href=""/NewsMediaOrganization"">NewsMediaOrganization</a>, a statement on coverage priorities, including any public agenda or stance on issues."
NewsMediaOrganization	has_no_bylines_policy	"CreativeWork, URL"	no_bylines_policy	no-bylines-policy	noBylinesPolicy	pending:	publishingPrinciples						"For a <a class=""localLink"" href=""/NewsMediaOrganization"">NewsMediaOrganization</a> or other news-related <a class=""localLink"" href=""/Organization"">Organization</a>, a statement explaining when authors of articles are not named in bylines."
"CreativeWork, Organization, Person"	has_publishing_principles	"CreativeWork, URL"	publishing_principles	publishing-principles	publishingPrinciples				"actionableFeedbackPolicy, correctionsPolicy, diversityStaffingReport, masthead, missionCoveragePrioritiesPolicy, noBylinesPolicy, ownershipFundingInfo, unnamedSourcesPolicy, verificationFactCheckingPolicy"				"The publishingPrinciples property indicates (typically via <a class=""localLink"" href=""/URL"">URL</a>) a document describing the editorial principles of an <a class=""localLink"" href=""/Organization"">Organization</a> (or individual, e.g. a <a class=""localLink"" href=""/Person"">Person</a> writing a blog) that relate to their activities as a publisher, e.g. ethics or diversity policies. When applied to a <a class=""localLink"" href=""/CreativeWork"">CreativeWork</a> (e.g. <a class=""localLink"" href=""/NewsArticle"">NewsArticle</a>) the principles are those of the party primarily responsible for the creation of the <a class=""localLink"" href=""/CreativeWork"">CreativeWork</a>.<br/><br/>

While such policies are most typically expressed in natural language, sometimes related information (e.g. indicating a <a class=""localLink"" href=""/funder"">funder</a>) can be expressed using schema.org terminology."
CreativeWork	has_sd_license	"CreativeWork, URL"	sd_license	sd-license	sdLicense	pending:							"A license document that applies to this structured data, typically indicated by URL."
"NewsMediaOrganization, Organization"	has_unnamed_sources_policy	"CreativeWork, URL"	unnamed_sources_policy	unnamed-sources-policy	unnamedSourcesPolicy	pending:	publishingPrinciples						"For an <a class=""localLink"" href=""/Organization"">Organization</a> (typically a <a class=""localLink"" href=""/NewsMediaOrganization"">NewsMediaOrganization</a>), a statement about policy on use of unnamed sources and the decision process required."
CreativeWork	has_usage_info	"CreativeWork, URL"	usage_info	usage-info	usageInfo	pending:			acquireLicensePage				"The schema.org <a class=""localLink"" href=""/usageInfo"">usageInfo</a> property indicates further information about a <a class=""localLink"" href=""/CreativeWork"">CreativeWork</a>. This property is applicable both to works that are freely available and to those that require payment or other transactions. It can reference additional information, e.g. community expectations on preferred linking and citation conventions, as well as purchasing details. For something that can be commercially licensed, usageInfo can provide detailed, resource-specific information about licensing options.<br/><br/>

This property can be used alongside the license property which indicates license(s) applicable to some piece of content. The usageInfo property can provide information about other licensing options, e.g. acquiring commercial usage rights for an image that is also available under non-commercial creative commons licenses."
NewsMediaOrganization	has_verification_fact_checking_policy	"CreativeWork, URL"	verification_fact_checking_policy	verification-fact-checking-policy	verificationFactCheckingPolicy	pending:	publishingPrinciples						"Disclosure about verification and fact-checking processes for a <a class=""localLink"" href=""/NewsMediaOrganization"">NewsMediaOrganization</a> or other fact-checking <a class=""localLink"" href=""/Organization"">Organization</a>."
"RadioSeries, TVSeries, VideoGameSeries"	has_contains_season	CreativeWorkSeason	contains_season	contains-season	containsSeason		hasPart				season		A season that is part of the media series.
"Clip, Episode"	has_part_of_season	CreativeWorkSeason	part_of_season	part-of-season	partOfSeason		isPartOf						The season to which this episode belongs.
"RadioSeries, TVSeries, VideoGameSeries"	has_seasons	CreativeWorkSeason	seasons	seasons	seasons							season	A season in a media series.
"RadioSeries, TVSeries, VideoGameSeries"	has_season	"CreativeWorkSeason, URL"	season	season	season		hasPart				seasons	containsSeason	A season in a media series.
"Clip, CreativeWorkSeason, Episode"	has_part_of_series	CreativeWorkSeries	part_of_series	part-of-series	partOfSeries		isPartOf				partOfTVSeries		The series to which this episode or season belongs.
"SpeakableSpecification, WebPageElement"	has_css_selector	CssSelectorType	css_selector	css-selector	cssSelector								"A CSS selector, e.g. of a <a class=""localLink"" href=""/SpeakableSpecification"">SpeakableSpecification</a> or <a class=""localLink"" href=""/WebPageElement"">WebPageElement</a>. In the latter case, multiple matches within a page can constitute a single conceptual ""Web page element""."
Dataset	has_catalog	DataCatalog	catalog	catalog	catalog							includedInDataCatalog	A data catalog which contains this dataset.
Dataset	has_included_data_catalog	DataCatalog	included_data_catalog	included-data-catalog	includedDataCatalog							includedInDataCatalog	"A data catalog which contains this dataset (this property was previously 'catalog', preferred name is now 'includedInDataCatalog')."
Dataset	has_included_in_data_catalog	DataCatalog	included_in_data_catalog	included-in-data-catalog	includedInDataCatalog					dataset	"catalog, includedDataCatalog"		A data catalog which contains this dataset.
Dataset	has_distribution	DataDownload	distribution	distribution	distribution								"A downloadable form of this dataset, at a specific location, in a specific format. This property can be repeated if different variations are available. There is no expectation that different downloadable distributions must contain exactly equivalent information (see also <a href=""https://www.w3.org/TR/vocab-dcat-3/#Class:Distribution"">DCAT</a> on this point). Different distributions might include or exclude different subsets of the entire dataset, for example."
SoftwareApplication	has_supporting_data	DataFeed	supporting_data	supporting-data	supportingData								Supporting data for a SoftwareApplication.
"PodcastSeries, SpecialAnnouncement"	has_web_feed	"DataFeed, URL"	web_feed	web-feed	webFeed	pending:							"The URL for a feed, e.g. associated with a podcast series, blog, or series of date-stamped updates. This is usually RSS or Atom."
DataFeed	has_data_feed_element	"DataFeedItem, Text, Thing"	data_feed_element	data-feed-element	dataFeedElement								An item within a data feed. Data feeds may have many elements.
DataCatalog	has_dataset	Dataset	dataset	dataset	dataset					includedInDataCatalog			A dataset contained in this catalog.
SpecialAnnouncement	has_disease_spread_statistics	"Dataset, Observation, URL, WebContent"	disease_spread_statistics	disease-spread-statistics	diseaseSpreadStatistics	pending:							"Statistical information about the spread of a disease, either as <a class=""localLink"" href=""/WebContent"">WebContent</a>, or
  described directly as a <a class=""localLink"" href=""/Dataset"">Dataset</a>, or the specific <a class=""localLink"" href=""/Observation"">Observation</a>s in the dataset. When a <a class=""localLink"" href=""/WebContent"">WebContent</a> URL is
  provided, the page indicated might also contain more such markup."
Observation	has_measured_value	DataType	measured_value	measured-value	measuredValue	pending:							"The measuredValue of an <a class=""localLink"" href=""/Observation"">Observation</a>."
"EducationalOccupationalProgram, OpeningHoursSpecification"	has_day_of_week	DayOfWeek	day_of_week	day-of-week	dayOfWeek								The day of the week for which these opening hours are valid.
Schedule	has_by_day	"DayOfWeek, Text"	by_day	by-day	byDay	pending:							"Defines the day(s) of the week on which a recurring <a class=""localLink"" href=""/Event"">Event</a> takes place. May be specified using either <a class=""localLink"" href=""/DayOfWeek"">DayOfWeek</a>, or alternatively <a class=""localLink"" href=""/Text"">Text</a> conforming to iCal's syntax for byDay recurrence rules."
MedicalCondition	has_differential_diagnosis	DDxElement	differential_diagnosis	differential-diagnosis	differentialDiagnosis								"One of a set of differential diagnoses for the condition. Specifically, a closely-related or competing diagnosis typically considered later in the cognitive process whereby this medical condition is distinguished from others most likely responsible for a similar collection of signs and symptoms to reach the most parsimonious diagnosis or diagnoses in a patient."
"DeliveryTimeSettings, OfferShippingDetails, ShippingRateSettings"	has_shipping_destination	DefinedRegion	shipping_destination	shipping-destination	shippingDestination	pending:							"indicates (possibly multiple) shipping destinations. These can be defined in several ways, e.g. postalCode ranges."
OfferShippingDetails	has_shipping_origin	DefinedRegion	shipping_origin	shipping-origin	shippingOrigin	pending:							"Indicates the origin of a shipment, i.e. where it should be coming from."
BioChemEntity	has_biological_role	DefinedTerm	biological_role	biological-role	biologicalRole	pending:							A role played by the BioChemEntity within a biological context.
"ChemicalSubstance, MolecularEntity"	has_chemical_role	DefinedTerm	chemical_role	chemical-role	chemicalRole	pending:							A role played by the BioChemEntity within a chemical context.
"DefinedTermSet, Taxon"	has_defined_term	DefinedTerm	has_defined_term	has-defined-term	hasDefinedTerm	pending:			hasCategoryCode				A Defined Term contained in this term set.
"ChemicalSubstance, MolecularEntity"	has_potential_use	DefinedTerm	potential_use	potential-use	potentialUse	pending:							Intended use of the BioChemEntity by humans.
"PropertyValue, QualitativeValue, QuantitativeValue"	has_value_reference	"DefinedTerm, Enumeration, MeasurementTypeEnumeration, PropertyValue, QualitativeValue, QuantitativeValue, StructuredValue, Text"	value_reference	value-reference	valueReference								"A secondary value that provides additional information on the original value, e.g. a reference temperature or a type of measurement."
BioChemEntity	has_molecular_function	"DefinedTerm, PropertyValue, URL"	has_molecular_function	has-molecular-function	hasMolecularFunction	pending:							Molecular function performed by this BioChemEntity; please use PropertyValue if you want to include any evidence.
BioChemEntity	is_involved_in_biological_process	"DefinedTerm, PropertyValue, URL"	is_involved_in_biological_process	is-involved-in-biological-process	isInvolvedInBiologicalProcess	pending:							Biological process this BioChemEntity is involved in; please use PropertyValue if you want to include any evidence.
BioChemEntity	is_located_in_subcellular_location	"DefinedTerm, PropertyValue, URL"	is_located_in_subcellular_location	is-located-in-subcellular-location	isLocatedInSubcellularLocation	pending:							Subcellular location where this BioChemEntity is located; please use PropertyValue if you want to include any evidence.
"CreativeWork, Product"	has_size	"DefinedTerm, QuantitativeValue, SizeSpecification, Text"	size	size	size	pending:							"A standardized size of a product or creative work, specified either through a simple textual string (for example 'XL', '32Wx34L'), a  QuantitativeValue with a unitCode, or a comprehensive and structured <a class=""localLink"" href=""/SizeSpecification"">SizeSpecification</a>; in other cases, the <a class=""localLink"" href=""/width"">width</a>, <a class=""localLink"" href=""/height"">height</a>, <a class=""localLink"" href=""/depth"">depth</a> and <a class=""localLink"" href=""/weight"">weight</a> properties may be more applicable."
BioChemEntity	has_taxonomic_range	"DefinedTerm, Taxon, Text, URL"	taxonomic_range	taxonomic-range	taxonomicRange	pending:							"The taxonomic grouping of the organism that expresses, encodes, or in some way related to the BioChemEntity."
"CreativeWork, EducationEvent, LearningResource"	has_assesses	"DefinedTerm, Text"	assesses	assesses	assesses	pending:							The item being described is intended to assess the competency or learning outcome defined by the referenced term.
CreativeWork	has_creative_work_status	"DefinedTerm, Text"	creative_work_status	creative-work-status	creativeWorkStatus	pending:							"The status of a creative work in terms of its stage in a lifecycle. Example terms include Incomplete, Draft, Published, Obsolete. Some organizations define a set of terms for the stages of their publication lifecycle."
"CreativeWork, LearningResource"	has_educational_use	"DefinedTerm, Text"	educational_use	educational-use	educationalUse								"The purpose of a work in the context of education; for example, 'assignment', 'group work'."
EducationalOccupationalProgram	has_financial_aid_eligible	"DefinedTerm, Text"	financial_aid_eligible	financial-aid-eligible	financialAidEligible	pending:							A financial aid type or program which students may use to pay for tuition or fees associated with the program.
JobPosting	has_industry	"DefinedTerm, Text"	industry	industry	industry								The industry associated with the job position.
Person	has_job_title	"DefinedTerm, Text"	job_title	job-title	jobTitle	pending:							"The job title of the person (for example, Financial Manager)."
"CreativeWork, LearningResource"	has_learning_resource_type	"DefinedTerm, Text"	learning_resource_type	learning-resource-type	learningResourceType								"The predominant type or kind characterizing the learning resource. For example, 'presentation', 'handout'."
"CreativeWork, Product"	has_pattern	"DefinedTerm, Text"	pattern	pattern	pattern	pending:							"A pattern that something has, for example 'polka dot', 'striped', 'Canadian flag'. Values are typically expressed as text, although links to controlled value schemes are also supported."
EducationalOccupationalProgram	has_program_type	"DefinedTerm, Text"	program_type	program-type	programType	pending:							"The type of educational or occupational program. For example, classroom, internship, alternance, etc."
"JobPosting, Occupation"	has_skills	"DefinedTerm, Text"	skills	skills	skills								"A statement of knowledge, skill, ability, task or any other assertion expressing a competency that is desired or required to fulfill this role or to work in this occupation."
"CreativeWork, EducationEvent, LearningResource"	has_teaches	"DefinedTerm, Text"	teaches	teaches	teaches	pending:							The item being described is intended to help a person learn the competency or learning outcome defined by the referenced term.
ProductGroup	is_varying_by	"DefinedTerm, Text"	is_varying_by	varies-by	variesBy	pending:							"Indicates the property or properties by which the variants in a <a class=""localLink"" href=""/ProductGroup"">ProductGroup</a> vary, e.g. their size, color etc. Schema.org properties can be referenced by their short name e.g. ""color""; terms defined elsewhere can be referenced with their URIs."
"EducationalOccupationalCredential, LearningResource"	has_competency_required	"DefinedTerm, Text, URL"	competency_required	competency-required	competencyRequired	pending:							"Knowledge, skill, ability or personal attribute that must be demonstrated by a person or other entity in order to do something such as earn an Educational Occupational Credential or understand a LearningResource."
EducationalOccupationalCredential	has_credential_category	"DefinedTerm, Text, URL"	credential_category	credential-category	credentialCategory	pending:							"The category or type of credential being described, for example ""degree�, �certificate�, �badge�, or more specific term."
"CreativeWork, EducationEvent, EducationalOccupationalCredential, LearningResource"	has_educational_level	"DefinedTerm, Text, URL"	educational_level	educational-level	educationalLevel	pending:							"The level in terms of progression through an educational or training context. Examples of educational levels include 'beginner', 'intermediate' or 'advanced', and formal sets of level indicators."
"CreativeWork, Event, Organization, Place, Product"	has_keywords	"DefinedTerm, Text, URL"	keywords	keywords	keywords								"Keywords or tags used to describe some item. Multiple textual entries in a keywords list are typically delimited by commas, or by repeating the property."
JobPosting	has_physical_requirement	"DefinedTerm, Text, URL"	physical_requirement	physical-requirement	physicalRequirement	pending:							"A description of the types of physical activity associated with the job. Defined terms such as those in O*net may be used, but note that there is no way to specify the level of ability as well as its nature when using a defined term."
JobPosting	has_sensory_requirement	"DefinedTerm, Text, URL"	sensory_requirement	sensory-requirement	sensoryRequirement	pending:							"A description of any sensory requirements and levels necessary to function on the job, including hearing and vision. Defined terms such as those in O*net may be used, but note that there is no way to specify the level of ability as well as its nature when using a defined term."
DefinedTerm	has_in_defined_term_set	"DefinedTermSet, URL"	in_defined_term_set	in-defined-term-set	inDefinedTermSet	pending:	isPartOf		inCodeSet				"A <a class=""localLink"" href=""/DefinedTermSet"">DefinedTermSet</a> that contains this term."
ShippingRateSettings	has_free_shipping_threshold	"DeliveryChargeSpecification, MonetaryAmount"	free_shipping_threshold	free-shipping-threshold	freeShippingThreshold	pending:							"A monetary value above (or at) which the shipping rate becomes free. Intended to be used via an <a class=""localLink"" href=""/OfferShippingDetails"">OfferShippingDetails</a> with <a class=""localLink"" href=""/shippingSettingsLink"">shippingSettingsLink</a> matching this <a class=""localLink"" href=""/ShippingRateSettings"">ShippingRateSettings</a>."
ParcelDelivery	has_delivery_status	DeliveryEvent	delivery_status	delivery-status	deliveryStatus								New entry added as the package passes through each leg of its journey (from shipment to final delivery).
"DeliveryChargeSpecification, PaymentChargeSpecification"	is_applying_to_delivery_method	DeliveryMethod	is_applying_to_delivery_method	applies-to-delivery-method	appliesToDeliveryMethod								The delivery method(s) to which the delivery charge or payment charge specification applies.
"Demand, Offer"	has_available_delivery_method	DeliveryMethod	available_delivery_method	available-delivery-method	availableDeliveryMethod								The delivery method(s) available for this offer.
"OrderAction, ReceiveAction, SendAction, TrackAction"	has_delivery_method	DeliveryMethod	delivery_method	delivery-method	deliveryMethod		instrument						A sub property of instrument. The method of delivery.
"DeliveryEvent, ParcelDelivery"	has_delivery_method	DeliveryMethod	has_delivery_method	has-delivery-method	hasDeliveryMethod								Method used for delivery or shipping.
"Organization, Person"	has_seeks	Demand	seeks	seeks	seeks								A pointer to products or services sought by the organization or person (demand).
"AggregateOffer, CreativeWork, EducationalOccupationalProgram, Event, MenuItem, Product, Service, Trip"	has_offers	"Demand, Offer"	offers	offers	offers					itemOffered			"An offer to provide this item&#x2014;for example, an offer to sell a product, rent the DVD of a movie, perform a service, or give away tickets to an event. Use <a class=""localLink"" href=""/businessFunction"">businessFunction</a> to indicate the kind of transaction offered, i.e. sell, lease, etc. This property can also be used to describe a <a class=""localLink"" href=""/Demand"">Demand</a>. While this property is listed as expected on a number of common types, it can be used in others. In that case, using a second type, such as Product or a subtype of Product, can clarify the nature of the offer."
ExerciseAction	has_diet	Diet	diet	diet	diet		instrument						A sub property of instrument. The diet used in this action.
ExerciseAction	has_exercise_related_diet	Diet	exercise_related_diet	exercise-related-diet	exerciseRelatedDiet		instrument						A sub property of instrument. The diet used in this action.
DigitalDocument	has_digital_document_permission	DigitalDocumentPermission	has_digital_document_permission	has-digital-document-permission	hasDigitalDocumentPermission								"A permission related to the access to this document (e.g. permission to read or write an electronic document). For a public document, specify a grantee with an Audience with audienceType equal to ""public""."
DigitalDocumentPermission	has_permission_type	DigitalDocumentPermissionType	permission_type	permission-type	permissionType								"The type of permission granted the person, organization, or audience."
EntryPoint	has_action_platform	"DigitalPlatformEnumeration, Text, URL"	action_platform	action-platform	actionPlatform								"The high level platform(s) where the Action can be performed for the given URL. To specify a specific application or operating system instance, use actionApplication."
Vehicle	has_drive_wheel_configuration	"DriveWheelConfigurationValue, Text"	drive_wheel_configuration	drive-wheel-configuration	driveWheelConfiguration								"The drive wheel configuration, i.e. which roadwheels will receive torque from the vehicle's engine via the drivetrain."
MedicalTest	has_affected_by	Drug	affected_by	affected-by	affectedBy								Drugs that affect the test's results.
"DrugClass, MedicalCondition, Patient, TherapeuticProcedure"	has_drug	Drug	drug	drug	drug								Specifying a drug or medicine used in a medication procedure.
Drug	has_interacting_drug	Drug	interacting_drug	interacting-drug	interactingDrug								Another drug that is known to interact with this drug in a way that impacts the effect of this drug or causes a risk to the patient. Note: disease interactions are typically captured as contraindications.
Drug	has_related_drug	Drug	related_drug	related-drug	relatedDrug								"Any other drug related to this one, for example commonly-prescribed alternatives."
Drug	has_drug_class	DrugClass	drug_class	drug-class	drugClass								"The class of drug this belongs to (e.g., statins)."
DrugCost	has_cost_category	DrugCostCategory	cost_category	cost-category	costCategory								"The category of cost, such as wholesale, retail, reimbursement cap, etc."
"DietarySupplement, Drug, MedicalEntity"	has_legal_status	"DrugLegalStatus, MedicalEnumeration, Text"	legal_status	legal-status	legalStatus								"The drug or supplement's legal status, including any controlled substance schedules that apply."
Drug	has_pregnancy_category	DrugPregnancyCategory	pregnancy_category	pregnancy-category	pregnancyCategory								Pregnancy category of this drug.
Drug	has_prescription_status	"DrugPrescriptionStatus, Text"	prescription_status	prescription-status	prescriptionStatus								"Indicates the status of drug prescription, e.g. local catalogs classifications or whether the drug is available by prescription or over-the-counter, etc."
Drug	has_available_strength	DrugStrength	available_strength	available-strength	availableStrength								An available dosage strength for the drug.
"Organization, Person"	has_credential	EducationalOccupationalCredential	has_credential	has-credential	hasCredential	pending:							A credential awarded to the Person or Organization.
"JobPosting, Occupation"	has_education_requirements	"EducationalOccupationalCredential, Text"	education_requirements	education-requirements	educationRequirements	pending:							Educational background needed for the position or Occupation.
"JobPosting, Occupation"	has_qualifications	"EducationalOccupationalCredential, Text"	qualifications	qualifications	qualifications	pending:							Specific qualifications required for this role or Occupation.
"Course, EducationalOccupationalProgram"	has_educational_credential_awarded	"EducationalOccupationalCredential, Text, URL"	educational_credential_awarded	educational-credential-awarded	educationalCredentialAwarded								"A description of the qualification, award, certificate, diploma or other educational credential awarded as a consequence of successful completion of this course or program."
"Course, EducationalOccupationalProgram"	has_occupational_credential_awarded	"EducationalOccupationalCredential, Text, URL"	occupational_credential_awarded	occupational-credential-awarded	occupationalCredentialAwarded	pending:							"A description of the qualification, award, certificate, diploma or other occupational credential awarded as a consequence of successful completion of this course or program."
Person	has_alumni_of	"EducationalOrganization, Organization"	alumni_of	alumni-of	alumniOf					alumni			An organization that the person is an alumni of.
NutritionInformation	has_calories	Energy	calories	calories	calories								The number of calories.
ExercisePlan	has_workload	"Energy, QuantitativeValue"	workload	workload	workload								Quantitative measure of the physiologic output of the exercise; also referred to as energy expenditure.
Product	has_energy_consumption_details	EnergyConsumptionDetails	has_energy_consumption_details	has-energy-consumption-details	hasEnergyConsumptionDetails	pending:							"Defines the energy efficiency Category (also known as ""class"" or ""rating"") for a product according to an international energy efficiency standard."
EnergyConsumptionDetails	has_energy_efficiency_category	EnergyEfficiencyEnumeration	has_energy_efficiency_category	has-energy-efficiency-category	hasEnergyEfficiencyCategory	pending:							Defines the energy efficiency Category (which could be either a rating out of range of values or a yes/no certification) for a product according to an international energy efficiency standard.
Vehicle	has_vehicle_engine	EngineSpecification	vehicle_engine	vehicle-engine	vehicleEngine								Information about the engine or engines of the vehicle.
PerformAction	has_entertainment_business	EntertainmentBusiness	entertainment_business	entertainment-business	entertainmentBusiness		location						A sub property of location. The entertainment business where the action occurred.
Action	has_target	"EntryPoint, URL"	target	target	target								"Indicates a target EntryPoint, or url, for an Action."
"CreativeWorkSeason, RadioSeries, TVSeries, VideoGameSeries"	has_episode	Episode	episode	episode	episode		hasPart				episodes		"An episode of a TV, radio or game media within a series or season."
"CreativeWorkSeason, RadioSeries, TVSeries, VideoGameSeries"	has_episodes	Episode	episodes	episodes	episodes							episode	An episode of a TV/radio series or season.
Clip	has_part_of_episode	Episode	part_of_episode	part-of-episode	partOfEpisode		isPartOf						The episode to which this clip belongs.
EnergyConsumptionDetails	has_energy_efficiency_scale_max	EUEnergyEfficiencyEnumeration	energy_efficiency_scale_max	energy-efficiency-scale-max	energyEfficiencyScaleMax	pending:							"Specifies the most energy efficient class on the regulated EU energy consumption scale for the product category a product belongs to. For example, energy consumption for televisions placed on the market after January 1, 2020 is scaled from D to A+++."
EnergyConsumptionDetails	has_energy_efficiency_scale_min	EUEnergyEfficiencyEnumeration	energy_efficiency_scale_min	energy-efficiency-scale-min	energyEfficiencyScaleMin	pending:							"Specifies the least energy efficient class on the regulated EU energy consumption scale for the product category a product belongs to. For example, energy consumption for televisions placed on the market after January 1, 2020 is scaled from D to A+++."
BroadcastEvent	has_broadcast_of_event	Event	broadcast_of_event	broadcast-of-event	broadcastOfEvent								The event being broadcast such as a sporting event or awards ceremony.
"InformAction, InviteAction, JoinAction, LeaveAction, Organization, Place, PlayAction"	has_event	Event	event	event	event						events		"Upcoming or past event associated with this place, organization, or action."
"Organization, Place"	has_events	Event	events	events	events							event	Upcoming or past events associated with this place or organization.
MusicComposition	has_first_performance	Event	first_performance	first-performance	firstPerformance								The date and place the work was first performed.
Person	has_performer_in	Event	performer_in	performer-in	performerIn								Event that this person is a performer or participant in.
CreativeWork	has_recorded_at	Event	recorded_at	recorded-at	recordedAt					recordedIn			The Event where the CreativeWork was recorded. The CreativeWork may capture all or part of the event.
Event	has_sub_event	Event	sub_event	sub-event	subEvent					superEvent	subEvents		"An Event that is part of this event. For example, a conference event includes many presentations, each of which is a subEvent of the conference."
Event	has_sub_events	Event	sub_events	sub-events	subEvents							subEvent	"Events that are a part of this event. For example, a conference event includes many presentations, each subEvents of the conference."
Event	has_super_event	Event	super_event	super-event	superEvent					subEvent			"An event that this event is a part of. For example, a collection of individual music performances might each have a music festival as their superEvent."
Event	has_event_attendance_mode	EventAttendanceModeEnumeration	event_attendance_mode	event-attendance-mode	eventAttendanceMode	pending:							"The eventAttendanceMode of an event indicates whether it occurs online, offline, or a mix."
Event	has_event_status	EventStatusType	event_status	event-status	eventStatus								An eventStatus of an event represents its status; particularly useful when an event is cancelled or rescheduled.
"MedicalCondition, MedicalProcedure, MedicalStudy"	has_status	"EventStatusType, MedicalStudyStatus, Text"	status	status	status								The status of the study (enumerated).
ExerciseAction	has_exercise_plan	ExercisePlan	exercise_plan	exercise-plan	exercisePlan		instrument						A sub property of instrument. The exercise plan used on this action.
"Accommodation, Residence"	has_accommodation_floor_plan	FloorPlan	accommodation_floor_plan	accommodation-floor-plan	accommodationFloorPlan	pending:							"A floorplan of some <a class=""localLink"" href=""/Accommodation"">Accommodation</a>."
CookAction	has_food_establishment	"FoodEstablishment, Place"	food_establishment	food-establishment	foodEstablishment		location						A sub property of location. The specific food establishment where the action occurred.
CookAction	has_food_event	FoodEvent	food_event	food-event	foodEvent		location						A sub property of location. The specific food event where the action occurred.
PlayGameAction	has_game_availability_type	"GameAvailabilityEnumeration, Text"	game_availability_type	game-availability-type	gameAvailabilityType	pending:							"Indicates the availability type of the game content associated with this action, such as whether it is a full version or a demo."
"VideoGame, VideoGameSeries"	has_play_mode	GamePlayMode	play_mode	play-mode	playMode								"Indicates whether this game is multi-player, co-op or single-player.  The game can be marked as multi-player, co-op and single-player at the same time."
VideoGame	has_game_server	GameServer	game_server	game-server	gameServer					game			The server on which  it is possible to play the game.
GameServer	has_server_status	GameServerStatus	server_status	server-status	serverStatus								Status of a game server.
"Person, SportsTeam"	has_gender	"GenderType, Text"	gender	gender	gender	pending:							"Gender of something, typically a <a class=""localLink"" href=""/Person"">Person</a>, but possibly also fictional characters, animals, etc. While Male and Female may be used, text strings are also acceptable for people who do not identify as a binary gender. The <a class=""localLink"" href=""/gender"">gender</a> property can also be used in an extended sense to cover e.g. the gender of sports teams. As with the gender of individuals, we do not try to enumerate all possibilities. A mixed-gender <a class=""localLink"" href=""/SportsTeam"">SportsTeam</a> can be indicated with a text value of ""Mixed""."
